id_municipio,municipio,uf,cnpj_distribuidora,sigla_distribuidora
2106631,Matões do Norte,MA,6272793000184,EQUATORIAL MA
2106672,Milagres do Maranhão,MA,6272793000184,EQUATORIAL MA
2106706,Mirador,MA,6272793000184,EQUATORIAL MA
2106755,Miranda do Norte,MA,6272793000184,EQUATORIAL MA
2106805,Mirinzal,MA,6272793000184,EQUATORIAL MA
2107001,Montes Altos,MA,6272793000184,EQUATORIAL MA
2106904,Monção,MA,6272793000184,EQUATORIAL MA
2107100,Morros,MA,6272793000184,EQUATORIAL MA
2107209,Nina Rodrigues,MA,6272793000184,EQUATORIAL MA
2107258,Nova Colinas,MA,6272793000184,EQUATORIAL MA
2107308,Nova Iorque,MA,6272793000184,EQUATORIAL MA
2107357,Nova Olinda do Maranhão,MA,6272793000184,EQUATORIAL MA
2107407,Olho D'Água das Cunhãs,MA,6272793000184,EQUATORIAL MA
2107456,Olinda Nova do Maranhão,MA,6272793000184,EQUATORIAL MA
2107605,Palmeirândia,MA,6272793000184,EQUATORIAL MA
2107704,Paraibano,MA,6272793000184,EQUATORIAL MA
2107803,Parnarama,MA,6272793000184,EQUATORIAL MA
2107902,Passagem Franca,MA,6272793000184,EQUATORIAL MA
2108009,Pastos Bons,MA,6272793000184,EQUATORIAL MA
2108058,Paulino Neves,MA,6272793000184,EQUATORIAL MA
2108108,Paulo Ramos,MA,6272793000184,EQUATORIAL MA
2107506,Paço do Lumiar,MA,6272793000184,EQUATORIAL MA
2108207,Pedreiras,MA,6272793000184,EQUATORIAL MA
2108256,Pedro do Rosário,MA,6272793000184,EQUATORIAL MA
2108306,Penalva,MA,6272793000184,EQUATORIAL MA
2108405,Peri Mirim,MA,6272793000184,EQUATORIAL MA
2108454,Peritoró,MA,6272793000184,EQUATORIAL MA
2108504,Pindaré Mirim,MA,6272793000184,EQUATORIAL MA
2108603,Pinheiro,MA,6272793000184,EQUATORIAL MA
2108702,Pio XII,MA,6272793000184,EQUATORIAL MA
2108801,Pirapemas,MA,6272793000184,EQUATORIAL MA
2109007,Porto Franco,MA,6272793000184,EQUATORIAL MA
2109056,Porto Rico do Maranhão,MA,6272793000184,EQUATORIAL MA
2108900,Poção de Pedras,MA,6272793000184,EQUATORIAL MA
2109106,Presidente Dutra,MA,6272793000184,EQUATORIAL MA
2109205,Presidente Juscelino,MA,6272793000184,EQUATORIAL MA
2109239,Presidente Médici,MA,6272793000184,EQUATORIAL MA
2109270,Presidente Sarney,MA,6272793000184,EQUATORIAL MA
2109304,Presidente Vargas,MA,6272793000184,EQUATORIAL MA
2109403,Primeira Cruz,MA,6272793000184,EQUATORIAL MA
2109452,Raposa,MA,6272793000184,EQUATORIAL MA
2109502,Riachão,MA,6272793000184,EQUATORIAL MA
2109551,Ribamar Fiquene,MA,6272793000184,EQUATORIAL MA
2109601,Rosário,MA,6272793000184,EQUATORIAL MA
2109700,Sambaíba,MA,6272793000184,EQUATORIAL MA
2109759,Santa Filomena do Maranhão,MA,6272793000184,EQUATORIAL MA
2109809,Santa Helena,MA,6272793000184,EQUATORIAL MA
2109908,Santa Inês,MA,6272793000184,EQUATORIAL MA
2110005,Santa Luzia,MA,6272793000184,EQUATORIAL MA
2110039,Santa Luzia do Paruá,MA,6272793000184,EQUATORIAL MA
2110104,Santa Quitéria do Maranhão,MA,6272793000184,EQUATORIAL MA
2110203,Santa Rita,MA,9095183000140,EPB
2110237,Santana do Maranhão,MA,6272793000184,EQUATORIAL MA
2110278,Santo Amaro do Maranhão,MA,6272793000184,EQUATORIAL MA
2110302,Santo Antônio dos Lopes,MA,6272793000184,EQUATORIAL MA
2111722,Satubinha,MA,6272793000184,EQUATORIAL MA
2111748,Senador Alexandre Costa,MA,6272793000184,EQUATORIAL MA
2111763,Senador La Rocque,MA,6272793000184,EQUATORIAL MA
2111789,Serrano do Maranhão,MA,6272793000184,EQUATORIAL MA
2111904,Sucupira do Norte,MA,6272793000184,EQUATORIAL MA
2111953,Sucupira do Riachão,MA,6272793000184,EQUATORIAL MA
2110401,São Benedito do Rio Preto,MA,6272793000184,EQUATORIAL MA
2110500,São Bento,MA,6272793000184,EQUATORIAL MA
2110609,São Bernardo,MA,6272793000184,EQUATORIAL MA
2110658,São Domingos do Azeitão,MA,6272793000184,EQUATORIAL MA
2110708,São Domingos do Maranhão,MA,6272793000184,EQUATORIAL MA
2110856,São Francisco do Brejão,MA,6272793000184,EQUATORIAL MA
2110906,São Francisco do Maranhão,MA,6272793000184,EQUATORIAL MA
2110807,São Félix de Balsas,MA,6272793000184,EQUATORIAL MA
2111201,São José de Ribamar,MA,6272793000184,EQUATORIAL MA
2111250,São José dos Basílios,MA,6272793000184,EQUATORIAL MA
2111003,São João Batista,MA,6272793000184,EQUATORIAL MA
2111029,São João do Carú,MA,6272793000184,EQUATORIAL MA
2111052,São João do Paraíso,MA,6272793000184,EQUATORIAL MA
2111078,São João do Soter,MA,6272793000184,EQUATORIAL MA
2111102,São João dos Patos,MA,6272793000184,EQUATORIAL MA
2111300,São Luís,MA,6272793000184,EQUATORIAL MA
2111409,São Luís Gonzaga do Maranhão,MA,6272793000184,EQUATORIAL MA
2111508,São Mateus do Maranhão,MA,6272793000184,EQUATORIAL MA
2111532,São Pedro da Água Branca,MA,6272793000184,EQUATORIAL MA
2111573,São Pedro dos Crentes,MA,6272793000184,EQUATORIAL MA
2111607,São Raimundo das Mangabeiras,MA,6272793000184,EQUATORIAL MA
2111631,São Raimundo do Doca Bezerra,MA,6272793000184,EQUATORIAL MA
2111672,São Roberto,MA,6272793000184,EQUATORIAL MA
2111706,São Vicente Ferrer,MA,6272793000184,EQUATORIAL MA
2111805,Sítio Novo,MA,6272793000184,EQUATORIAL MA
2112001,Tasso Fragoso,MA,6272793000184,EQUATORIAL MA
2112100,Timbiras,MA,6272793000184,EQUATORIAL MA
2112209,Timon,MA,6272793000184,EQUATORIAL MA
2112233,Trizidela do Vale,MA,6272793000184,EQUATORIAL MA
2112274,Tufilândia,MA,6272793000184,EQUATORIAL MA
2112308,Tuntum,MA,6272793000184,EQUATORIAL MA
2112407,Turiaçu,MA,6272793000184,EQUATORIAL MA
2112456,Turilândia,MA,6272793000184,EQUATORIAL MA
2112506,Tutóia,MA,6272793000184,EQUATORIAL MA
2112605,Urbano Santos,MA,6272793000184,EQUATORIAL MA
2112704,Vargem Grande,MA,6272793000184,EQUATORIAL MA
2112803,Viana,MA,6272793000184,EQUATORIAL MA
2112852,Vila Nova dos Martírios,MA,6272793000184,EQUATORIAL MA
2113009,Vitorino Freire,MA,6272793000184,EQUATORIAL MA
2112902,Vitória do Mearim,MA,6272793000184,EQUATORIAL MA
2114007,Zé Doca,MA,6272793000184,EQUATORIAL MA
2100154,Água Doce do Maranhão,MA,6272793000184,EQUATORIAL MA
3100104,Abadia dos Dourados,MG,6981180000116,CEMIG-D
3100203,Abaeté,MG,6981180000116,CEMIG-D
3100302,Abre Campo,MG,6981180000116,CEMIG-D
3100401,Acaiaca,MG,6981180000116,CEMIG-D
3100807,Aguanil,MG,6981180000116,CEMIG-D
3101102,Aimorés,MG,6981180000116,CEMIG-D
3101201,Aiuruoca,MG,6981180000116,CEMIG-D
3101300,Alagoa,MG,6981180000116,CEMIG-D
3101409,Albertina,MG,6981180000116,CEMIG-D
3101607,Alfenas,MG,6981180000116,CEMIG-D
3101631,Alfredo Vasconcelos,MG,6981180000116,CEMIG-D
3101706,Almenara,MG,6981180000116,CEMIG-D
3101805,Alpercata,MG,6981180000116,CEMIG-D
3101904,Alpinópolis,MG,6981180000116,CEMIG-D
3102001,Alterosa,MG,6981180000116,CEMIG-D
3102050,Alto Caparaó,MG,6981180000116,CEMIG-D
3153509,Alto Jequitibá,MG,19527639000158,EMR
3102100,Alto Rio Doce,MG,6981180000116,CEMIG-D
3102209,Alvarenga,MG,6981180000116,CEMIG-D
3102308,Alvinópolis,MG,6981180000116,CEMIG-D
3102407,Alvorada de Minas,MG,6981180000116,CEMIG-D
3101508,Além Paraíba,MG,6981180000116,CEMIG-D
3102506,Amparo da Serra,MG,6981180000116,CEMIG-D
3102605,Andradas,MG,6981180000116,CEMIG-D
3102803,Andrelândia,MG,6981180000116,CEMIG-D
3102852,Angelândia,MG,6981180000116,CEMIG-D
3102902,Antônio Carlos,MG,6981180000116,CEMIG-D
3103009,Antônio Dias,MG,6981180000116,CEMIG-D
3103108,Antônio Prado de Minas,MG,19527639000158,EMR
3103306,Aracitaba,MG,6981180000116,CEMIG-D
3103504,Araguari,MG,6981180000116,CEMIG-D
3103603,Arantina,MG,6981180000116,CEMIG-D
3103702,Araponga,MG,19527639000158,EMR
3103751,Araporã,MG,6981180000116,CEMIG-D
3103801,Arapuá,MG,6981180000116,CEMIG-D
3104007,Araxá,MG,6981180000116,CEMIG-D
3103207,Araçaí,MG,6981180000116,CEMIG-D
3103405,Araçuaí,MG,6981180000116,CEMIG-D
3103900,Araújos,MG,6981180000116,CEMIG-D
3104106,Arceburgo,MG,52503802000118,CPFL MOCOCA
3104205,Arcos,MG,6981180000116,CEMIG-D
3104304,Areado,MG,6981180000116,CEMIG-D
3104403,Argirita,MG,19527639000158,EMR
3104452,Aricanduva,MG,6981180000116,CEMIG-D
3104502,Arinos,MG,6981180000116,CEMIG-D
3104601,Astolfo Dutra,MG,19527639000158,EMR
3104700,Ataléia,MG,6981180000116,CEMIG-D
3104809,Augusto de Lima,MG,6981180000116,CEMIG-D
3100500,Açucena,MG,6981180000116,CEMIG-D
3104908,Baependi,MG,6981180000116,CEMIG-D
3105004,Baldim,MG,6981180000116,CEMIG-D
3105103,Bambuí,MG,6981180000116,CEMIG-D
3105202,Bandeira,MG,6981180000116,CEMIG-D
3105301,Bandeira do Sul,MG,6981180000116,CEMIG-D
3105608,Barbacena,MG,6981180000116,CEMIG-D
3105707,Barra Longa,MG,6981180000116,CEMIG-D
3105905,Barroso,MG,6981180000116,CEMIG-D
3105400,Barão de Cocais,MG,6981180000116,CEMIG-D
3105509,Barão de Monte Alto,MG,19527639000158,EMR
3106002,Bela Vista de Minas,MG,6981180000116,CEMIG-D
3106101,Belmiro Braga,MG,6981180000116,CEMIG-D
3106200,Belo Horizonte,MG,6981180000116,CEMIG-D
3106309,Belo Oriente,MG,6981180000116,CEMIG-D
3106408,Belo Vale,MG,6981180000116,CEMIG-D
3106507,Berilo,MG,6981180000116,CEMIG-D
3106655,Berizal,MG,6981180000116,CEMIG-D
3106606,Bertópolis,MG,6981180000116,CEMIG-D
3106705,Betim,MG,6981180000116,CEMIG-D
3106804,Bias Fortes,MG,6981180000116,CEMIG-D
3106903,Bicas,MG,6981180000116,CEMIG-D
3107000,Biquinhas,MG,6981180000116,CEMIG-D
3107109,Boa Esperança,MG,6981180000116,CEMIG-D
3107208,Bocaina de Minas,MG,6981180000116,CEMIG-D
3107307,Bocaiúva,MG,6981180000116,CEMIG-D
3107406,Bom Despacho,MG,6981180000116,CEMIG-D
3107505,Bom Jardim de Minas,MG,6981180000116,CEMIG-D
3107604,Bom Jesus da Penha,MG,6981180000116,CEMIG-D
3107703,Bom Jesus do Amparo,MG,6981180000116,CEMIG-D
3107802,Bom Jesus do Galho,MG,6981180000116,CEMIG-D
3107901,Bom Repouso,MG,6981180000116,CEMIG-D
3108008,Bom Sucesso,MG,6981180000116,CEMIG-D
3108107,Bonfim,MG,6981180000116,CEMIG-D
3108206,Bonfinópolis de Minas,MG,6981180000116,CEMIG-D
3108255,Bonito de Minas,MG,6981180000116,CEMIG-D
3108305,Borda da Mata,MG,6981180000116,CEMIG-D
3108404,Botelhos,MG,6981180000116,CEMIG-D
3108503,Botumirim,MG,6981180000116,CEMIG-D
3108552,Brasilândia de Minas,MG,6981180000116,CEMIG-D
3108602,Brasília de Minas,MG,6981180000116,CEMIG-D
3108909,Brazópolis,MG,6981180000116,CEMIG-D
3108800,Braúnas,MG,6981180000116,CEMIG-D
3109006,Brumadinho,MG,6981180000116,CEMIG-D
3108701,Brás Pires,MG,6981180000116,CEMIG-D
3109105,Bueno Brandão,MG,60942281000123,EEB
3109204,Buenópolis,MG,6981180000116,CEMIG-D
3109253,Bugre,MG,6981180000116,CEMIG-D
3109303,Buritis,MG,6981180000116,CEMIG-D
3109402,Buritizeiro,MG,6981180000116,CEMIG-D
3109451,Cabeceira Grande,MG,6981180000116,CEMIG-D
3109501,Cabo Verde,MG,6981180000116,CEMIG-D
3109808,Cachoeira Dourada,MG,6981180000116,CEMIG-D
3109600,Cachoeira da Prata,MG,6981180000116,CEMIG-D
3109709,Cachoeira de Minas,MG,6981180000116,CEMIG-D
3102704,Cachoeira de Pajeú,MG,6981180000116,CEMIG-D
3109907,Caetanópolis,MG,6981180000116,CEMIG-D
3110004,Caeté,MG,6981180000116,CEMIG-D
3110103,Caiana,MG,6981180000116,CEMIG-D
3110202,Cajuri,MG,19527639000158,EMR
3110301,Caldas,MG,6981180000116,CEMIG-D
3110400,Camacho,MG,6981180000116,CEMIG-D
3110509,Camanducaia,MG,60942281000123,EEB
3110707,Cambuquira,MG,6981180000116,CEMIG-D
3110608,Cambuí,MG,60942281000123,EEB
3110905,Campanha,MG,6981180000116,CEMIG-D
3110806,Campanário,MG,6981180000116,CEMIG-D
3111002,Campestre,MG,6981180000116,CEMIG-D
3111101,Campina Verde,MG,6981180000116,CEMIG-D
3111150,Campo Azul,MG,6981180000116,CEMIG-D
3111200,Campo Belo,MG,6981180000116,CEMIG-D
3111408,Campo Florido,MG,6981180000116,CEMIG-D
3111309,Campo do Meio,MG,6981180000116,CEMIG-D
3111507,Campos Altos,MG,6981180000116,CEMIG-D
3111606,Campos Gerais,MG,6981180000116,CEMIG-D
3111903,Cana Verde,MG,6981180000116,CEMIG-D
3111705,Canaã,MG,19527639000158,EMR
3112000,Candeias,MG,6981180000116,CEMIG-D
3112059,Cantagalo,MG,6981180000116,CEMIG-D
3111804,Canápolis,MG,6981180000116,CEMIG-D
3112109,Caparaó,MG,6981180000116,CEMIG-D
3112208,Capela Nova,MG,6981180000116,CEMIG-D
3112307,Capelinha,MG,6981180000116,CEMIG-D
3112406,Capetinga,MG,6981180000116,CEMIG-D
3112505,Capim Branco,MG,6981180000116,CEMIG-D
3112604,Capinópolis,MG,6981180000116,CEMIG-D
3112653,Capitão Andrade,MG,6981180000116,CEMIG-D
3112703,Capitão Enéas,MG,6981180000116,CEMIG-D
3112802,Capitólio,MG,6981180000116,CEMIG-D
3112901,Caputira,MG,19527639000158,EMR
3113107,Caranaíba,MG,6981180000116,CEMIG-D
3113206,Carandaí,MG,6981180000116,CEMIG-D
3113305,Carangola,MG,6981180000116,CEMIG-D
3113404,Caratinga,MG,6981180000116,CEMIG-D
3113008,Caraí,MG,6981180000116,CEMIG-D
3113503,Carbonita,MG,6981180000116,CEMIG-D
3113602,Careaçu,MG,6981180000116,CEMIG-D
3113701,Carlos Chagas,MG,6981180000116,CEMIG-D
3113909,Carmo da Cachoeira,MG,6981180000116,CEMIG-D
3114006,Carmo da Mata,MG,6981180000116,CEMIG-D
3114105,Carmo de Minas,MG,6981180000116,CEMIG-D
3114204,Carmo do Cajuru,MG,6981180000116,CEMIG-D
3114303,Carmo do Paranaíba,MG,6981180000116,CEMIG-D
3114402,Carmo do Rio Claro,MG,6981180000116,CEMIG-D
3113800,Carmésia,MG,6981180000116,CEMIG-D
3114501,Carmópolis de Minas,MG,6981180000116,CEMIG-D
3114550,Carneirinho,MG,6981180000116,CEMIG-D
3114600,Carrancas,MG,6981180000116,CEMIG-D
3114808,Carvalhos,MG,6981180000116,CEMIG-D
3114709,Carvalhópolis,MG,6981180000116,CEMIG-D
3114907,Casa Grande,MG,6981180000116,CEMIG-D
3115003,Cascalho Rico,MG,6981180000116,CEMIG-D
3115300,Cataguases,MG,19527639000158,EMR
3115359,Catas Altas,MG,6981180000116,CEMIG-D
3115409,Catas Altas da Noruega,MG,6981180000116,CEMIG-D
3115458,Catuji,MG,6981180000116,CEMIG-D
3115474,Catuti,MG,6981180000116,CEMIG-D
3115508,Caxambu,MG,6981180000116,CEMIG-D
3115607,Cedro do Abaeté,MG,6981180000116,CEMIG-D
3115706,Central de Minas,MG,6981180000116,CEMIG-D
3115805,Centralina,MG,6981180000116,CEMIG-D
3116001,Chalé,MG,6981180000116,CEMIG-D
3116159,Chapada Gaúcha,MG,6981180000116,CEMIG-D
3116100,Chapada do Norte,MG,6981180000116,CEMIG-D
3116209,Chiador,MG,6981180000116,CEMIG-D
3115904,Chácara,MG,6981180000116,CEMIG-D
3116308,Cipotânea,MG,6981180000116,CEMIG-D
3116407,Claraval,MG,6981180000116,CEMIG-D
3116506,Claro dos Poções,MG,6981180000116,CEMIG-D
3116605,Cláudio,MG,6981180000116,CEMIG-D
3116704,Coimbra,MG,19527639000158,EMR
3116803,Coluna,MG,6981180000116,CEMIG-D
3116902,Comendador Gomes,MG,6981180000116,CEMIG-D
3117009,Comercinho,MG,6981180000116,CEMIG-D
3117108,Conceição da Aparecida,MG,6981180000116,CEMIG-D
3115201,Conceição da Barra de Minas,MG,6981180000116,CEMIG-D
3117306,Conceição das Alagoas,MG,6981180000116,CEMIG-D
3117207,Conceição das Pedras,MG,6981180000116,CEMIG-D
3117405,Conceição de Ipanema,MG,6981180000116,CEMIG-D
3117504,Conceição do Mato Dentro,MG,6981180000116,CEMIG-D
3117603,Conceição do Pará,MG,6981180000116,CEMIG-D
3117702,Conceição do Rio Verde,MG,6981180000116,CEMIG-D
3117801,Conceição dos Ouros,MG,6981180000116,CEMIG-D
3117876,Confins,MG,6981180000116,CEMIG-D
3117900,Congonhal,MG,6981180000116,CEMIG-D
3118007,Congonhas,MG,6981180000116,CEMIG-D
3118106,Congonhas do Norte,MG,6981180000116,CEMIG-D
3118205,Conquista,MG,6981180000116,CEMIG-D
3118304,Conselheiro Lafaiete,MG,6981180000116,CEMIG-D
3118403,Conselheiro Pena,MG,6981180000116,CEMIG-D
3118502,Consolação,MG,6981180000116,CEMIG-D
3118601,Contagem,MG,6981180000116,CEMIG-D
3118700,Coqueiral,MG,6981180000116,CEMIG-D
3118809,Coração de Jesus,MG,6981180000116,CEMIG-D
3118908,Cordisburgo,MG,6981180000116,CEMIG-D
3119005,Cordislândia,MG,6981180000116,CEMIG-D
3119104,Corinto,MG,6981180000116,CEMIG-D
3119203,Coroaci,MG,6981180000116,CEMIG-D
3119302,Coromandel,MG,6981180000116,CEMIG-D
3119401,Coronel Fabriciano,MG,6981180000116,CEMIG-D
3119500,Coronel Murta,MG,6981180000116,CEMIG-D
3119609,Coronel Pacheco,MG,6981180000116,CEMIG-D
3119708,Coronel Xavier Chaves,MG,6981180000116,CEMIG-D
3120102,Couto de Magalhães de Minas,MG,6981180000116,CEMIG-D
3120201,Cristais,MG,6981180000116,CEMIG-D
3120409,Cristiano Otoni,MG,6981180000116,CEMIG-D
3120508,Cristina,MG,6981180000116,CEMIG-D
3120300,Cristália,MG,6981180000116,CEMIG-D
3120151,Crisólita,MG,6981180000116,CEMIG-D
3120607,Crucilândia,MG,6981180000116,CEMIG-D
3120706,Cruzeiro da Fortaleza,MG,6981180000116,CEMIG-D
3120805,Cruzília,MG,6981180000116,CEMIG-D
3120839,Cuparaque,MG,6981180000116,CEMIG-D
3120870,Curral de Dentro,MG,6981180000116,CEMIG-D
3120904,Curvelo,MG,6981180000116,CEMIG-D
3115102,Cássia,MG,6981180000116,CEMIG-D
3119807,Córrego Danta,MG,6981180000116,CEMIG-D
3119955,Córrego Fundo,MG,6981180000116,CEMIG-D
3120003,Córrego Novo,MG,6981180000116,CEMIG-D
3119906,Córrego do Bom Jesus,MG,60942281000123,EEB
3117836,Cônego Marinho,MG,6981180000116,CEMIG-D
3121001,Datas,MG,6981180000116,CEMIG-D
3121100,Delfim Moreira,MG,6981180000116,CEMIG-D
3121209,Delfinópolis,MG,6981180000116,CEMIG-D
3121258,Delta,MG,6981180000116,CEMIG-D
3121308,Descoberto,MG,19527639000158,EMR
3121407,Desterro de Entre Rios,MG,6981180000116,CEMIG-D
3121506,Desterro do Melo,MG,6981180000116,CEMIG-D
3121605,Diamantina,MG,6981180000116,CEMIG-D
3121704,Diogo de Vasconcelos,MG,6981180000116,CEMIG-D
3121803,Dionísio,MG,6981180000116,CEMIG-D
3122009,Divino,MG,6981180000116,CEMIG-D
3122108,Divino das Laranjeiras,MG,6981180000116,CEMIG-D
3122207,Divinolândia de Minas,MG,6981180000116,CEMIG-D
3121902,Divinésia,MG,19527639000158,EMR
3122306,Divinópolis,MG,6981180000116,CEMIG-D
3122355,Divisa Alegre,MG,6981180000116,CEMIG-D
3122405,Divisa Nova,MG,6981180000116,CEMIG-D
3122454,Divisópolis,MG,6981180000116,CEMIG-D
3122470,Dom Bosco,MG,6981180000116,CEMIG-D
3122504,Dom Cavati,MG,6981180000116,CEMIG-D
3122603,Dom Joaquim,MG,6981180000116,CEMIG-D
3122702,Dom Silvério,MG,6981180000116,CEMIG-D
3122801,Dom Viçoso,MG,6981180000116,CEMIG-D
3122900,Dona Euzébia,MG,19527639000158,EMR
3123007,Dores de Campos,MG,6981180000116,CEMIG-D
3123106,Dores de Guanhães,MG,6981180000116,CEMIG-D
3123205,Dores do Indaiá,MG,6981180000116,CEMIG-D
3123304,Dores do Turvo,MG,6981180000116,CEMIG-D
3123403,Doresópolis,MG,6981180000116,CEMIG-D
3123502,Douradoquara,MG,6981180000116,CEMIG-D
3123528,Durandé,MG,19527639000158,EMR
3123601,Elói Mendes,MG,6981180000116,CEMIG-D
3123700,Engenheiro Caldas,MG,6981180000116,CEMIG-D
3123809,Engenheiro Navarro,MG,6981180000116,CEMIG-D
3123858,Entre Folhas,MG,6981180000116,CEMIG-D
3123908,Entre Rios de Minas,MG,6981180000116,CEMIG-D
3124005,Ervália,MG,19527639000158,EMR
3124104,Esmeraldas,MG,6981180000116,CEMIG-D
3124203,Espera Feliz,MG,6981180000116,CEMIG-D
3124302,Espinosa,MG,6981180000116,CEMIG-D
3124401,Espírito Santo do Dourado,MG,6981180000116,CEMIG-D
3124500,Estiva,MG,60942281000123,EEB
3124609,Estrela Dalva,MG,6981180000116,CEMIG-D
3124708,Estrela do Indaiá,MG,6981180000116,CEMIG-D
3124807,Estrela do Sul,MG,6981180000116,CEMIG-D
3124906,Eugenópolis,MG,19527639000158,EMR
3125002,Ewbank da Câmara,MG,6981180000116,CEMIG-D
3125101,Extrema,MG,60942281000123,EEB
3125200,Fama,MG,6981180000116,CEMIG-D
3125309,Faria Lemos,MG,6981180000116,CEMIG-D
3125606,Felisburgo,MG,6981180000116,CEMIG-D
3125705,Felixlândia,MG,6981180000116,CEMIG-D
3125408,Felício dos Santos,MG,6981180000116,CEMIG-D
3125804,Fernandes Tourinho,MG,6981180000116,CEMIG-D
3125903,Ferros,MG,6981180000116,CEMIG-D
3125952,Fervedouro,MG,6981180000116,CEMIG-D
3126000,Florestal,MG,6981180000116,CEMIG-D
3126109,Formiga,MG,6981180000116,CEMIG-D
3126208,Formoso,MG,6981180000116,CEMIG-D
3126307,Fortaleza de Minas,MG,6981180000116,CEMIG-D
3126406,Fortuna de Minas,MG,6981180000116,CEMIG-D
3126505,Francisco Badaró,MG,6981180000116,CEMIG-D
3126604,Francisco Dumont,MG,6981180000116,CEMIG-D
3126703,Francisco Sá,MG,6981180000116,CEMIG-D
3126752,Franciscópolis,MG,6981180000116,CEMIG-D
3126802,Frei Gaspar,MG,6981180000116,CEMIG-D
3126901,Frei Inocêncio,MG,6981180000116,CEMIG-D
3126950,Frei Lagonegro,MG,6981180000116,CEMIG-D
3127008,Fronteira,MG,6981180000116,CEMIG-D
3127057,Fronteira dos Vales,MG,6981180000116,CEMIG-D
3127073,Fruta de Leite,MG,6981180000116,CEMIG-D
3127107,Frutal,MG,6981180000116,CEMIG-D
3127206,Funilândia,MG,6981180000116,CEMIG-D
3127305,Galiléia,MG,6981180000116,CEMIG-D
3127339,Gameleiras,MG,6981180000116,CEMIG-D
3127354,Glaucilândia,MG,6981180000116,CEMIG-D
3127370,Goiabeira,MG,6981180000116,CEMIG-D
3127388,Goianá,MG,6981180000116,CEMIG-D
3127503,Gonzaga,MG,6981180000116,CEMIG-D
3127404,Gonçalves,MG,6981180000116,CEMIG-D
3127602,Gouveia,MG,6981180000116,CEMIG-D
3127701,Governador Valadares,MG,6981180000116,CEMIG-D
3127909,Grupiara,MG,6981180000116,CEMIG-D
3127800,Grão Mogol,MG,6981180000116,CEMIG-D
3128006,Guanhães,MG,6981180000116,CEMIG-D
3128105,Guapé,MG,6981180000116,CEMIG-D
3128204,Guaraciaba,MG,6981180000116,CEMIG-D
3128253,Guaraciama,MG,6981180000116,CEMIG-D
3128402,Guarani,MG,19527639000158,EMR
3128303,Guaranésia,MG,6981180000116,CEMIG-D
3128501,Guarará,MG,6981180000116,CEMIG-D
3128600,Guarda-Mor,MG,6981180000116,CEMIG-D
3128709,Guaxupé,MG,6981180000116,CEMIG-D
3128808,Guidoval,MG,19527639000158,EMR
3128907,Guimarânia,MG,6981180000116,CEMIG-D
3129004,Guiricema,MG,19527639000158,EMR
3129103,Gurinhatã,MG,6981180000116,CEMIG-D
3129202,Heliodora,MG,6981180000116,CEMIG-D
3129301,Iapu,MG,6981180000116,CEMIG-D
3129400,Ibertioga,MG,6981180000116,CEMIG-D
3129608,Ibiaí,MG,6981180000116,CEMIG-D
3129657,Ibiracatu,MG,6981180000116,CEMIG-D
3129707,Ibiraci,MG,6981180000116,CEMIG-D
3129806,Ibirité,MG,6981180000116,CEMIG-D
3129905,Ibitiúra de Minas,MG,6981180000116,CEMIG-D
3130002,Ibituruna,MG,6981180000116,CEMIG-D
3129509,Ibiá,MG,6981180000116,CEMIG-D
3130051,Icaraí de Minas,MG,6981180000116,CEMIG-D
3130101,Igarapé,MG,6981180000116,CEMIG-D
3130200,Igaratinga,MG,6981180000116,CEMIG-D
3130309,Iguatama,MG,6981180000116,CEMIG-D
3130408,Ijaci,MG,6981180000116,CEMIG-D
3130507,Ilicínea,MG,6981180000116,CEMIG-D
3130556,Imbé de Minas,MG,6981180000116,CEMIG-D
3130606,Inconfidentes,MG,6981180000116,CEMIG-D
3130655,Indaiabira,MG,6981180000116,CEMIG-D
3130705,Indianópolis,MG,6981180000116,CEMIG-D
3130804,Ingaí,MG,6981180000116,CEMIG-D
3130903,Inhapim,MG,6981180000116,CEMIG-D
3131000,Inhaúma,MG,6981180000116,CEMIG-D
3131109,Inimutaba,MG,6981180000116,CEMIG-D
3131158,Ipaba,MG,6981180000116,CEMIG-D
3131208,Ipanema,MG,6981180000116,CEMIG-D
3131307,Ipatinga,MG,6981180000116,CEMIG-D
3131406,Ipiaçu,MG,6981180000116,CEMIG-D
3131505,Ipuiúna,MG,6981180000116,CEMIG-D
3131604,Iraí de Minas,MG,6981180000116,CEMIG-D
3131703,Itabira,MG,6981180000116,CEMIG-D
3131802,Itabirinha,MG,6981180000116,CEMIG-D
3131901,Itabirito,MG,6981180000116,CEMIG-D
3132008,Itacambira,MG,6981180000116,CEMIG-D
3132107,Itacarambi,MG,6981180000116,CEMIG-D
3132206,Itaguara,MG,6981180000116,CEMIG-D
3132305,Itaipé,MG,6981180000116,CEMIG-D
3132404,Itajubá,MG,6981180000116,CEMIG-D
3132503,Itamarandiba,MG,6981180000116,CEMIG-D
3132602,Itamarati de Minas,MG,19527639000158,EMR
3132701,Itambacuri,MG,6981180000116,CEMIG-D
3132800,Itambé do Mato Dentro,MG,6981180000116,CEMIG-D
3132909,Itamogi,MG,52503802000118,CPFL MOCOCA
3133006,Itamonte,MG,6981180000116,CEMIG-D
3133105,Itanhandu,MG,6981180000116,CEMIG-D
3133204,Itanhomi,MG,6981180000116,CEMIG-D
3133303,Itaobim,MG,6981180000116,CEMIG-D
