campus_id,lat,lon,nome,operadora
us-0143,39.00810503317679,-77.4505406553832,NTT Ashburn VA7 Data Center,NTT
us-0144,37.47901616488604,-121.92450560605414,Hurricane Electric Fremont 2,Hurricane Electric
us-0145,41.43209884736842,-82.71854593157896,,Aligned Data Centers
us-0146,30.34284825,-97.69630366666667,Element Critical,
us-0147,40.736837469230764,-74.17363993076923,165 Halsey / Equinix NY1 / Databank EWR1,Tishman
us-0148,34.0365425063973,-84.05920842222223,QTS Suwanee,Quality Technology Services
us-0149,34.75624281428571,-92.44465018571428,TierPoint Little Rock,
us-0150,33.95482296190477,-84.19862873333334,Flexential Atlanta - Norcross,Flexential
us-0151,47.84183693939394,-122.3014331030303,Centersquare Lynnwood SE1,Centersquare
us-0152,38.98734458186274,-104.78698321691176,SAP COS02,SAP
us-0153,41.338343379166666,-96.0282144375,Verizon,
us-0154,34.74095138888889,-86.68248229444444,SimpleHelix,Alabama Supercomputer Authority
us-0155,33.8507524125,-118.304123425,Equinix,Equinix
us-0156,41.92849313846154,-87.85923198461539,Digital Realty Chicago ORD12,Digital Realty
us-0157,41.24291896923077,-96.01651846923076,Scott Data Center,
us-0158,41.173002255,-96.08429082999999,Yahoo,Yahoo
us-0159,33.91839631333334,-118.3856385258586,DRT LAX12,Digital Realty
us-0160,39.92247473846154,-104.98348132307692,Google - Thornton,Google
us-0161,34.0477155889832,-118.25615489550921,One Wilshire,
us-0162,37.48343385920492,-77.24405634619916,RIC3 DC4,Quality Technology Services
us-0163,29.672566611111108,-82.29992183333333,UF Research Computing Center,University of Florida
us-0164,25.782467776190476,-80.19317587619048,NAP of the Americas,
us-0165,25.797522679999997,-80.22997702,,
us-0166,41.54015697416666,-93.82697008027777,Microsoft,Microsoft
us-0167,41.669578505401134,-93.51112916738849,Meta,Meta
us-0168,37.36050100952381,-77.32820114404763,PowerHouse CTP-02,PowerHouse
us-0169,33.70558556636364,-117.84712482999998,TPx Colocation Datacenter,TPx Communications
us-0170,33.71694198888889,-117.80592874444444,Lumen Technologies,
us-0171,47.65422108333333,-117.42000936666666,Lumen,Lumen Technologies
us-0172,43.06729974545454,-89.4366415818182,,
us-0173,38.45557879565217,-77.97833369565217,Equinix CU2,Equinix
us-0174,37.333553441095894,-121.88799112876713,,
us-0175,40.82888520790064,-74.13153348600962,Credit Suisse: Clifton Data Center,Digital Realty
us-0176,40.157083060000005,-74.1016629,Manasquan Cable Landing Station (Apollo),Vodafone
us-0177,40.8436461,-72.88337264615384,Cable & Wireless Cable Landing Station,
us-0178,40.05905948938776,-83.13355342244897,Amazon Web Services,Oppidan
us-0179,45.91586676686869,-119.26750966383838,Amazon Web Services,Amazon Web Services
us-0180,37.39918774288451,-121.89090103106184,Stack Infrastructure,Stack Infrastructure
us-0181,35.315845075079366,-81.82410965698412,Meta,Meta
us-0182,47.40531920756867,-120.20685411990688,Microsoft EAT04,Microsoft
us-0183,40.53808341967257,-74.54480800328363,Rackspace Belmont NYC2,Digital Realty
us-0184,34.199807480000004,-118.34372558,,Centurylink
us-0185,39.568005189090904,-119.54226465515153,,
us-0186,38.25410086190476,-122.2732402095238,Kaiser Data Center,
us-0187,32.82262202679958,-96.87357657989617,Prime DFW01-01,Prime
us-0188,33.411907817619046,-112.36399995190476,PHX-14,Microsoft
us-0189,41.078666295,-74.15279646,NYSE Data Center,nyse
us-0190,34.57989721764706,-118.11397017058823,AT&T,
us-0191,38.80275601428571,-104.52199372857142,,
us-0192,45.318714209090906,-122.76579013636363,Siemens EDA - HDC / Data Center,Siemens Digital Industries Software
us-0193,30.018454644444446,-95.86380960000001,,DXC Technology
us-0194,41.506190016666665,-81.68393511666666,H5 Data Center,
us-0195,30.331476700000003,-81.66251528000001,Cologix Jacksonville JAX1,
us-0196,32.992863836994566,-97.25356055137848,Charles Schwab Data Center,Meta
us-0197,35.14278255833333,-80.91615879999999,Spectrum Charlotte National Data Center,
us-0198,29.416058064635408,-98.79575287827979,Microsoft,Microsoft
us-0199,27.945539377777777,-82.35099956666666,Cyxtera Tampa TP1,Cyxtera
us-0200,35.0315001625,-85.2973373625,DC Blox Chattanooga,
us-0201,32.896092621674875,-96.98210730381774,QTS Irving - Dallas Data Center Campus,Quality Technology Services
us-0202,41.802502000000004,-88.09511072000001,Centersquare Lisle ORD4 Data Center,Centersquare
us-0203,33.36198746486487,-111.83933397297298,GoDaddy - Gilbert,
us-0204,32.7476846047619,-117.15898786190476,AT&T Center,American Telephone & Telegraph
us-0205,36.14050064,-86.76410687,,
us-0206,33.76511408571428,-84.38373121428572,CenturyLink,
us-0207,40.42736522,-80.04240924,Expedient Pittsburgh South,Expedient
us-0208,33.42132545714286,-111.8590174,Centersquare: Phoenix - (PHX1 - Mesa),Centersquare
us-0209,29.996188246732025,-95.56395370490196,,DXC Technology
us-0210,42.68797839230769,-84.6430871923077,Liquid Web,
us-0211,42.70546936,-84.66618308,"Liquid Web, Inc",
us-0212,34.0706768625,-84.675858175,,
us-0213,40.104562127140525,-82.80633437952613,STACK New Albany,
us-0214,32.99471130625,-96.75251121875,Flexential Dallas - Richardson,Flexential
us-0215,33.17190354,-96.7255101,Experian McKinney Data Center,
us-0216,40.11580085909091,-83.00196969090909,,
us-0217,38.923442455,-92.288649405,Carfax,
us-0218,32.85046361538461,-97.07020166923077,Amazon Web Services,Amazon Web Services
us-0219,40.096313715430405,-82.74217150225275,Vantage Building 3,Vantage
us-0220,30.421160739999998,-97.59164534,Thin-nology,
us-0221,41.1129734,-73.38860782857144,,CyrusOne
us-0222,33.74927864170139,-84.58358805520834,Switch Data Center,Switch
us-0223,41.91674095185186,-87.91791159629629,Aligned Data Center - Chicago ORD-02,Aligned
us-0224,38.87215334,-99.3002393,Cloud Storage Corp,
us-0225,29.821745305882352,-95.57078666470589,,
us-0226,42.98214774,-70.95051866,Information Technology Data Center,Phillips Exeter Academy
us-0227,47.82235052857143,-122.28953385714286,Digital Fortress Lynnwood,
us-0228,40.48047937401587,-111.90521926553114,DataBank SLC6,DataBank
us-0229,32.966050403018414,-96.71283387133317,Digital Realty Dallas DFW16,Digital Realty
us-0230,38.93751479875,-94.86252331125,U.S. Bank National Data Process Center,
us-0231,39.83090506,-75.19544144,,
us-0232,41.22032120869565,-96.14777280434782,,Verizon Wireless
us-0233,28.617400285714286,-81.39350322857142,,
us-0234,33.06368258438334,-80.04164232512309,Google,Google
us-0235,39.21344725555556,-76.68275761111111,TierPoint Baltimore BWI,
us-0236,40.45659404285714,-109.5291019142857,Strata Networks,
us-0237,40.5701696,-74.67036068,Goldman Sachs,
us-0238,38.63658760909091,-90.25556963636363,Genome Data Center,Washington University in St. Louis
us-0239,35.934647245486104,-78.88083385694443,,CyrusOne
us-0240,40.581402784615385,-74.5738876,365 Bridgewater NJ,
us-0241,31.23191786,-85.45578578,AngelTrax Data Center,AngelTrax Mobile Video Surveillance Solutions
us-0242,34.828523709306744,-106.78045882883285,Meta,Meta
us-0243,47.159612432988354,-122.27973117838485,Centeris,
us-0244,40.1944427,-92.58129575714285,,AT&T
us-0245,32.96491037142857,-80.10119037142859,DartPoints Charleston,DartPoints
us-0246,44.08615372,-121.28314029999999,US Signal - OR01 Bend,US Signal
us-0247,42.863068936842105,-87.97779475263158,Expedient Milwaukee,
us-0248,43.894996996428574,-69.92342896071429,Oxford Networks,FirstLight
us-0249,40.06009630721796,-82.75849310152626,Google NBY-7,Google
us-0250,32.99072453722002,-96.66037612015873,Aligned  DFW-02,Aligned
us-0251,29.658205199999998,-95.44339676923076,Rice Data Center,
us-0252,34.996615222222225,-82.03476766666667,DartPoints Spartanburg,DartPoints
us-0253,33.45314875312501,-111.97684885454547,Iron Mountain AZP-1,Iron Mountain
us-0254,45.84968970633801,-119.62515249982499,Amazon Web Services,Amazon Web Services
us-0255,35.048296926666666,-106.54214325333334,,
us-0256,45.79852562978022,-119.36251677302808,Amazon Web Services,Amazon Web Services
us-0257,36.623979410449316,-87.2601157970951,SPC4A,Google
us-0258,33.087157107692306,-96.81521987692307,DataBank Plano Data Center,DataBank
us-0259,29.8027991125,-95.7548967,Skybox Houston One,Skybox
us-0260,34.91381534148149,-85.74718733481483,Google,Google
us-0261,40.57999068636364,-74.51951246363636,PSE&G Delivery Emergency Response Center,PSE&G
us-0262,35.25067564444444,-81.39460595555555,T5 Charlotte Campus,
us-0263,44.070767505,-92.522160145,Epic / Mayo Data Center,
us-0264,33.971671,-96.40290759999999,Choctaw Nation of Oklahoma Data Center,Choctaw Nation of oklahoma
us-0265,40.58419035882353,-74.24360215294118,,
us-0266,40.756368599999995,-111.95479144285714,Flexential Salt Lake City - Downtown,Flexential
us-0267,44.92645768,-123.00212508666667,Oregon State Data Center,State of Oregon
us-0268,26.19016734,-80.19337298,Flexential Fort Lauderdale,Flexential
us-0269,30.1778833,-95.48645435384616,,
us-0270,36.24823088730158,-115.10102953333333,Flexential Las Vegas - North,Flexential
us-0271,33.95346953333333,-98.52492050000001,,
us-0272,44.04742483333334,-121.32854958333333,Fort Rock DC,Fort Rock Data Center
us-0273,42.96871046,-83.77952085333332,,
us-0274,40.59953065128205,-74.70999686923076,Verizon Branchburg NEC Datacenter,Verizon
us-0275,35.76677744,-78.78401724,iGLASS Networks,
us-0276,46.332119160000005,-113.29268792,,
us-0277,40.52809706,-74.68285246,Vital Records,
us-0278,34.05945746,-117.20215664,,
us-0279,44.204584059999995,-88.34495945999998,,Involta
us-0280,39.1827232125,-85.896665775,DartPoints Columbus,DartPoints
us-0281,42.23525812,-83.44417412,,US Signal
us-0282,36.215640990625,-86.78395580243054,Tennessee Processing Center LLC,BNYM
us-0283,40.544190324324326,-75.65434881351352,Allentown-TekPark,
us-0284,38.24616836896552,-122.06710390689656,PG&E Datacenter,
us-0285,40.951305839999996,-73.89795971999999,,
us-0286,40.1608166375,-74.05313033750001,Wall Township Cable Landing Station,Tata
us-0287,42.2139088,-83.1981998,Comcast,Comcast
us-0288,36.03272208333333,-86.63784035277777,HCA Information Technology & Services Data Center,
us-0289,35.924439660000004,-86.85595573999998,TierPoint,
us-0290,35.972103358333335,-86.80919448333333,Flexential Brentwood Data Center,
us-0291,36.02283674,-86.79092252000001,,
us-0292,33.34259871578947,-111.8410321,StrongMind,
us-0293,35.83938306666667,-78.32821528888888,BB&T Data Center,
us-0294,41.51663542901709,-93.70993667452991,Microsoft,Microsoft
us-0295,41.496833633818184,-93.78779375511688,Microsoft,Microsoft
us-0296,43.074885111111115,-78.94478933333333,,Blockfusion
us-0297,43.0829127427922,-79.00342677971861,Blockfusion Niagra Falls,
us-0298,37.062787,-113.54476600000001,Lumen,Lumen Technologies
us-0299,33.40444681818182,-86.91100315454545,Sungard Systems International,
us-0300,33.47547718,-111.71919877999999,Myndshift Technologies,
us-0301,41.70402082,-91.58706644,ForceAmp.com,
us-0302,35.176530735,-80.92719966,SEGRA,TierPoint
us-0303,39.01758361428572,-78.29076075714285,Middletown Data Center,
us-0304,47.86468925714286,-122.28417308571429,Norma Beach Cable Landing Station,Unity Cable System
us-0305,32.09275,-110.78744953999998,,DirecTV
us-0306,36.05754364444444,-115.00861854444446,Google,Google
us-0307,32.441769098099,-97.06216809455111,Google,Google
us-0308,41.12645983113268,-96.14501803508014,Google,Google
us-0309,39.989088908333336,-105.0206949625,JPMorgan Chase,JPMorgan Chase
us-0310,43.78215386666667,-89.5748644,Marquette-Adams Telephone Coop,
us-0311,32.5428132012963,-96.79688203380952,Compass Data Center,Google
us-0312,42.745429362500005,-73.75913545,Turnkey Internet,
us-0313,47.5945744,-117.53718616,Iron Mountain,
us-0314,38.463007822222224,-78.85690858888888,DBT Data - Harrisonburg Center,
us-0315,41.09187608235294,-73.51659052352942,amnet Data Center,
us-0316,38.93080963346628,-94.76466037132953,Data Center Lenexa,TierPoint
us-0317,39.0561675939705,-77.54718006101405,TikTok Data Center,True North Data Solutions
us-0318,38.951465027369245,-77.52644143797622,Digital Realty Northern Virginia IAD44,Digital Realty
us-0319,42.31732512,-111.30425085333333,Family History Center,The Church of Jesus Christ of Latter-day Saints
us-0320,36.32806034,-83.37670518,,
us-0321,45.83711409805555,-119.69172274583333,Amazon Web Services,Amazon Web Services
us-0322,39.73172447765151,-104.71040496767677,QTS,Quality Technology Services
us-0323,43.044887056,-78.74919779199999,,
us-0324,42.67428542916667,-87.90766543625,,
us-0325,41.50506476666667,-81.65778205,Lumen Cleveland,
us-0326,35.17960122857143,-80.57022371428572,,
us-0327,43.012117620000005,-76.11590924,SU Green Data Center,Syracuse University
us-0328,35.99337245454546,-86.49566798181819,Tennessee South Data Center,State of Tennessee
us-0329,33.153626200000005,-117.23889064,,
us-0330,39.293572455555555,-76.55166311111111,Johns Hopkins Data Center,
us-0331,38.59222567,-121.27729773000002,Edgeconnex Data Center,EdgeConneX
us-0332,33.44333044393939,-112.3755347,Vantage Data Centers,Vantage Data Centers
us-0333,35.92036381666667,-86.81560874166667,Flexential Nashville - Franklin,Flexential
us-0334,40.59084182,-111.90384294,Verizon,
us-0335,41.55810191333333,-93.52790069787878,,
us-0336,36.081289780000006,-95.85417007999999,,
us-0337,33.39665146666667,-112.00016935555556,1GServers,
us-0338,32.49810781325188,-84.88353207387217,DLI ONE,DLI ONE
us-0339,28.577967855555553,-81.56460299999999,E-Foam,
us-0340,41.47874286,-72.80103227142857,,
us-0341,44.9380585,-123.03374285555554,CenturyLink,CenturyLink
us-0342,40.906475049696965,-74.236253165,,CyrusOne
us-0343,42.3324603875,-122.8804122,Date Center West - Eugene,"Data Center West, Inc."
us-0344,37.43339477058823,-122.18077906470589,Northwest Data Center and Communications Hub,
us-0345,41.70749562857143,-87.51999707142856,Digital Crossroad,Digital Crossroad
us-0346,32.97218665461957,-97.15660166956522,Verizon Wireless Mew Building,
us-0347,38.76018902984105,-77.5281966262461,Amazon Web Services,Amazon Web Services
us-0348,43.05147153571429,-88.21659603571428,Pewaukee Data Center,WE Energies
us-0349,36.182972219999996,-115.06262694,CenturyLink,
us-0350,33.34725154995544,-111.6233514917576,EdgeConneX PHX02 Data Center,EdgeConneX
us-0351,26.18502872222222,-80.28688347777778,T-Mobile Everglades MSO Data Center,
us-0352,33.500620972727276,-86.82078519090909,DC Blox Data Center,
us-0353,35.24924248333333,-91.74094703333333,Searcy Information Technologies,City of Searcy
us-0354,40.26846760743523,-112.01675637825456,Meta,Meta
us-0355,28.29402534210526,-81.83486049999999,,
us-0356,36.05982297391304,-115.14720316086958,DataBank Las Vegas LAS1,DataBank
us-0357,31.972694840000003,-110.30478502000001,,DirecTV
us-0358,33.60007687303114,-83.69979482297009,Meta Stanton Springs Data Center,Meta
us-0359,40.68542374444444,-111.88496898888889,Flexential Salt Lake City - Millcreek,Flexential
us-0360,41.17521760182753,-95.80182191111885,Google,Google
us-0361,36.683531073058916,-78.37626780771501,,
us-0362,34.99604457,-90.03465394,xAI Macrohard Colossus 2,xAI
us-0363,38.7861243117647,-104.7884480117647,T5@Colorado Springs,
us-0364,28.0738064,-82.36827927272726,Flexential Tampa - North,Flexential
us-0365,41.05233596060606,-73.97203474242424,,
us-0366,40.72631092857143,-99.03839377142857,Compute North,
us-0367,33.7307859,-84.61395945000001,Flexential Atlanta - Douglasville 2,Flexential
us-0368,43.08209825,-79.030824075,,US Bitcoin
us-0369,39.51142000977778,-119.48236205022222,Tahoe Reno 5,Switch
us-0370,40.76685231111111,-111.92021687777778,Flexential Salt Lake City - Fair Park,Flexential
us-0371,45.903290405,-119.32064613499999,Amazon Web Services,Amazon Web Services
us-0372,33.46277583529411,-111.99704978823529,QTS,Quality Technology Services
us-0373,40.5114915,-111.88828162,FiberState Datacenter,
us-0374,38.81056446,-89.94869856,,
us-0375,39.13356334444445,-76.85168623333334,,
us-0376,41.707083411111114,-87.97596503333334,Datacenter (386),UChicago Argonne LLC
us-0377,41.98813491910401,-88.00677872569,NTT Chicago CH4,NTT
us-0378,44.87717157142857,-91.91997491428572,,West Wisconsin Telcom
us-0379,34.848032455726496,-86.62699655094018,Meta Huntsville Data center,Meta
us-0380,41.53344412,-93.8639144,Microsoft,Microsoft
us-0381,40.15222215,-75.477317025,Flexential Philadelphia - Collegeville,Flexential
us-0382,39.3224595133987,-94.59645769509805,Meta Data Center,Meta
us-0383,40.2084877,-74.11911758,,
us-0384,40.12957704666667,-74.0427841,Manasquan Cable Landing Station (TAT-14),Sprint
us-0385,40.23925757692307,-74.31943516923077,Verizon Freehold Data Center,Verizon
us-0386,41.14197015,-104.71677781,,
us-0387,41.667207887908496,-93.45580744346405,Lightedge Des Moines 1,
us-0388,41.041059,-80.63277311111112,Carrier Services Group,
us-0389,35.95106091666667,-86.83339996666666,Flexential Nashville - Cool Springs,Flexential
us-0390,43.6383354,-89.72141274,,
us-0391,36.409570662803645,-86.36886665642712,Meta Gallatin Data Center,Meta
us-0392,30.215645284210524,-97.61908045263158,Cortex supercomputer,
us-0393,32.65112849090909,-97.31976920909091,Novartis,
us-0394,32.30958356363636,-106.72918843636363,,CenturyLink
us-0395,36.22194040909091,-115.1469792090909,Verizon North Las Vegas,Verizon
us-0396,41.361105546153844,-81.63275210769231,Involta Independence,
us-0397,41.036951244444445,-73.98452636296297,Databank LGA3,Databank
us-0398,40.04939498353114,-83.17597844926007,Amazon Web Services,Amazon Web Services
us-0399,39.850503483333334,-82.99511251190476,"Google Lockbourne, OH",Google
us-0400,45.92032670672528,-119.22877473101565,Amazon Web Services,Amazon Web Services
us-0401,39.72422115714286,-82.68986824999999,Google,Google
us-0402,37.363085130769235,-87.54736521538462,Dynamics Mining,
us-0403,41.182608040000005,-104.0685146,Windbreak Cable,
us-0404,41.05730333870968,-81.52209481612904,Involta-Akron,
us-0405,38.801866128571426,-77.62146329047619,Amazon Web Services,Amazon Web Services
us-0406,40.11448212837607,-83.20267036728657,Amazon Web Services,Amazon Web Services
us-0407,45.881494630769225,-119.34101595128205,Amazon Web Services,Amazon Web Services
us-0408,45.81932677346154,-119.63426083935897,Amazon Web Services,Amazon Web Services
us-0409,34.10366414285714,-84.21498288571429,UPS Data Center,
us-0410,41.4424110625,-81.80269482067857,T5@Cleveland,T5 Data Centers
us-0411,37.665150454545454,-121.0400459181818,Modesto Junior College West Data Center,Yosemite Community College District
us-0412,29.68641144,-98.46264824,GVTC,GVTC
us-0413,32.34234243666666,-97.73128831666666,MARA Data Center,Marathon Digital Holdings
us-0414,41.6678382,-86.47308937777777,Amazon AWS Data Center,
us-0415,46.827438823076925,-92.13057315384616,Ark Duluth Data Center,
us-0416,35.329662422727274,-80.76569857727272,Flexential Charlotte - North,Flexential
us-0417,29.58026748888889,-98.54117011111111,,HEB
us-0418,41.889370280952384,-88.72657512222223,,Meta
us-0419,41.61692822,-93.92481032,Apple,Apple
us-0420,40.22458408285714,-83.04561157142857,,
us-0421,33.67460683809524,-78.94355761428571,DC BLOX Myrtle Beach Cable Landing Station,
us-0422,41.083418335151514,-76.14854126242425,Amazon AWS PHL,Amazon Web Services
us-0423,45.143567735714285,-93.38707566428572,DataBank,
us-0424,39.38585393333333,-84.56685961111111,CyrusOne Cincinnati-Hamilton CIN4,CyrusOne
us-0425,44.775260153846155,-122.61592250769232,PTC,Stayton Cooperative Telephone Company
us-0426,39.74406206,-93.99736606,CenturyLink,
us-0427,33.35361864285714,-111.67801824285714,,
us-0428,41.06306587,-104.78384219555555,,
us-0429,36.16864874,-115.14313537999999,Flexential Las Vegas - Downtown,Flexential
us-0430,38.73771630769231,-77.82618737472528,,
us-0431,35.05993547894737,-90.15640507894737,xAI Colossus,xAI
us-0432,40.01981661558608,-83.12484785089134,Amazon Web Services,Amazon Web Services
us-0433,45.81020789128205,-119.27066192512821,Amazon Web Services,Amazon Web Services
us-0434,35.56826228,-95.51249984,,
us-0435,45.13208556153847,-93.09573267692306,Encompass Minneapolis Facility,Encompass
us-0436,44.18927922,-105.61042646000001,,
us-0437,46.406883019999995,-105.82075224999998,State of Montana Data Center,State of Montana
us-0438,41.342176071428575,-96.08855075238095,Google,Google
us-0439,46.013168881999995,-98.572995152,,
us-0440,32.595483258461535,-90.0948074553846,,
us-0441,29.45095185925926,-98.71452157407407,,
us-0442,32.5498861,-97.07513298,Alinged Data Center DFW-03,"Aligned Data Centers, LLC"
us-0443,38.7840440989916,-77.58515116802401,Amazon Web Services,Amazon Web Services
us-0444,44.735038762857144,-93.06351008857143,,
us-0445,43.46352768,-116.27028604,,
us-0446,37.60016112857143,-82.67879794285714,East Kentucky Network Datacenter,
us-0447,31.194199379999997,-94.79665452,,
us-0448,36.3271121,-88.31997106,Newrays Two LLC Mining,
