campus_id,ano_obra_landsat,degrau_ndbi,status,lat,lon,nome,operadora
us-0181,2015.0,0.0405,datado,35.315845075079366,-81.82410965698412,Meta,Meta
us-0182,,-0.0285,sem_degrau,47.40531920756867,-120.20685411990688,Microsoft EAT04,Microsoft
us-0183,2017.0,0.0918,datado,40.53808341967257,-74.54480800328363,Rackspace Belmont NYC2,Digital Realty
us-0184,,0.0009,sem_degrau,34.199807480000004,-118.34372558,,Centurylink
us-0185,,0.0072,sem_degrau,39.5680051890909,-119.54226465515151,,
us-0186,2018.0,0.035,datado,38.25410086190476,-122.2732402095238,Kaiser Data Center,
us-0187,,0.0132,sem_degrau,32.82262202679958,-96.87357657989617,Prime DFW01-01,Prime
us-0188,2019.0,0.2033,datado,33.411907817619046,-112.36399995190476,PHX-14,Microsoft
us-0189,,0.0276,sem_degrau,41.078666295,-74.15279646,NYSE Data Center,nyse
us-0190,,0.0044,sem_degrau,34.57989721764706,-118.11397017058825,AT&T,
us-0191,,0.0075,sem_degrau,38.80275601428571,-104.52199372857142,,
us-0192,,0.002,sem_degrau,45.318714209090906,-122.76579013636363,Siemens EDA - HDC / Data Center,Siemens Digital Industries Software
us-0193,,0.0139,sem_degrau,30.018454644444446,-95.8638096,,DXC Technology
us-0194,,0.0098,sem_degrau,41.506190016666665,-81.68393511666666,H5 Data Center,
us-0195,,0.0128,sem_degrau,30.331476700000003,-81.66251528000001,Cologix Jacksonville JAX1,
us-0196,2015.0,0.1055,datado,32.992863836994566,-97.25356055137848,Charles Schwab Data Center,Meta
us-0197,2015.0,0.0824,datado,35.14278255833333,-80.91615879999999,Spectrum Charlotte National Data Center,
us-0198,2016.0,0.0924,datado,29.416058064635408,-98.7957528782798,Microsoft,Microsoft
us-0199,,-0.0167,sem_degrau,27.945539377777777,-82.35099956666666,Cyxtera Tampa TP1,Cyxtera
us-0200,2015.0,0.0316,datado,35.0315001625,-85.2973373625,DC Blox Chattanooga,
us-0201,,0.0098,sem_degrau,32.896092621674875,-96.98210730381774,QTS Irving - Dallas Data Center Campus,Quality Technology Services
us-0202,,-0.0604,sem_degrau,41.802502,-88.09511072000001,Centersquare Lisle ORD4 Data Center,Centersquare
us-0203,,-0.014,sem_degrau,33.36198746486487,-111.83933397297298,GoDaddy - Gilbert,
us-0204,,0.0159,sem_degrau,32.7476846047619,-117.15898786190476,AT&T Center,American Telephone & Telegraph
us-0205,,-0.0006,sem_degrau,36.14050064,-86.76410687,,
us-0206,,0.0242,sem_degrau,33.76511408571428,-84.38373121428572,CenturyLink,
us-0207,2015.0,0.0497,datado,40.42736522,-80.04240924,Expedient Pittsburgh South,Expedient
us-0208,,0.0044,sem_degrau,33.42132545714286,-111.8590174,Centersquare: Phoenix - (PHX1 - Mesa),Centersquare
us-0209,2015.0,0.042,datado,29.996188246732025,-95.56395370490196,,DXC Technology
us-0210,,-0.023,sem_degrau,42.68797839230769,-84.6430871923077,Liquid Web,
us-0211,,-0.0126,sem_degrau,42.70546936,-84.66618308,"Liquid Web, Inc",
us-0212,2024.0,0.0336,datado,34.0706768625,-84.675858175,,
us-0213,2024.0,0.058,datado,40.104562127140525,-82.80633437952613,STACK New Albany,
us-0214,,0.018,sem_degrau,32.99471130625,-96.75251121875,Flexential Dallas - Richardson,Flexential
us-0215,,-0.0151,sem_degrau,33.17190354,-96.7255101,Experian McKinney Data Center,
us-0216,,0.0166,sem_degrau,40.11580085909091,-83.00196969090909,,
us-0217,,0.0047,sem_degrau,38.923442455,-92.288649405,Carfax,
us-0218,2019.0,0.0775,datado,32.85046361538461,-97.07020166923076,Amazon Web Services,Amazon Web Services
us-0219,2022.0,0.2101,datado,40.096313715430405,-82.74217150225275,Vantage Building 3,Vantage
us-0220,,-0.0178,sem_degrau,30.42116074,-97.59164534,Thin-nology,
us-0221,,0.0127,sem_degrau,41.1129734,-73.38860782857144,,CyrusOne
us-0222,,0.0223,sem_degrau,33.74927864170139,-84.58358805520834,Switch Data Center,Switch
us-0223,,-0.0032,sem_degrau,41.91674095185186,-87.91791159629629,Aligned Data Center - Chicago ORD-02,Aligned
us-0224,,-0.0464,sem_degrau,38.87215334,-99.3002393,Cloud Storage Corp,
us-0225,2015.0,0.0586,datado,29.821745305882352,-95.57078666470588,,
us-0226,,-0.003,sem_degrau,42.98214774,-70.95051866,Information Technology Data Center,Phillips Exeter Academy
us-0227,,0.0285,sem_degrau,47.82235052857143,-122.28953385714286,Digital Fortress Lynnwood,
us-0228,,0.0229,sem_degrau,40.48047937401587,-111.90521926553114,DataBank SLC6,DataBank
us-0229,,0.0077,sem_degrau,32.966050403018414,-96.71283387133316,Digital Realty Dallas DFW16,Digital Realty
us-0230,2016.0,0.0498,datado,38.93751479875,-94.86252331125,U.S. Bank National Data Process Center,
us-0231,,-0.0372,sem_degrau,39.83090506,-75.19544144,,
us-0232,2021.0,0.0398,datado,41.22032120869565,-96.14777280434782,,Verizon Wireless
us-0233,2015.0,0.0477,datado,28.61740028571429,-81.39350322857142,,
us-0234,,-0.0076,sem_degrau,33.06368258438334,-80.04164232512309,Google,Google
us-0235,,-0.041,sem_degrau,39.21344725555556,-76.68275761111111,TierPoint Baltimore BWI,
us-0236,,-0.0332,sem_degrau,40.45659404285714,-109.5291019142857,Strata Networks,
us-0237,,0.0269,sem_degrau,40.5701696,-74.67036068,Goldman Sachs,
us-0238,2017.0,0.0445,datado,38.63658760909091,-90.25556963636365,Genome Data Center,Washington University in St. Louis
us-0239,,-0.023,sem_degrau,35.934647245486104,-78.88083385694443,,CyrusOne
us-0240,,-0.0005,sem_degrau,40.581402784615385,-74.5738876,365 Bridgewater NJ,
us-0241,,-0.0145,sem_degrau,31.23191786,-85.45578578,AngelTrax Data Center,AngelTrax Mobile Video Surveillance Solutions
us-0242,,-0.0681,sem_degrau,34.828523709306744,-106.78045882883283,Meta,Meta
us-0243,2023.0,0.0463,datado,47.159612432988354,-122.27973117838484,Centeris,
us-0244,,-0.0171,sem_degrau,40.1944427,-92.58129575714284,,AT&T
us-0245,2015.0,0.0314,datado,32.96491037142857,-80.10119037142859,DartPoints Charleston,DartPoints
us-0246,,-0.0061,sem_degrau,44.08615372,-121.2831403,US Signal - OR01 Bend,US Signal
us-0247,,0.0063,sem_degrau,42.863068936842105,-87.97779475263158,Expedient Milwaukee,
us-0248,,-0.0119,sem_degrau,43.894996996428574,-69.92342896071429,Oxford Networks,FirstLight
us-0249,2022.0,0.1763,datado,40.06009630721796,-82.75849310152626,Google NBY-7,Google
us-0250,,0.0247,sem_degrau,32.99072453722002,-96.66037612015872,Aligned  DFW-02,Aligned
us-0251,2016.0,0.0331,datado,29.6582052,-95.44339676923076,Rice Data Center,
us-0252,,-0.0013,sem_degrau,34.996615222222225,-82.03476766666667,DartPoints Spartanburg,DartPoints
us-0253,,0.003,sem_degrau,33.45314875312501,-111.97684885454548,Iron Mountain AZP-1,Iron Mountain
us-0254,2021.0,0.1363,datado,45.84968970633801,-119.625152499825,Amazon Web Services,Amazon Web Services
us-0255,,-0.0007,sem_degrau,35.048296926666666,-106.54214325333334,,
us-0256,,-0.1177,sem_degrau,45.79852562978022,-119.36251677302808,Amazon Web Services,Amazon Web Services
us-0257,,0.02,sem_degrau,36.62397941044932,-87.2601157970951,SPC4A,Google
us-0258,2016.0,0.0327,datado,33.087157107692306,-96.81521987692308,DataBank Plano Data Center,DataBank
us-0259,,0.0044,sem_degrau,29.8027991125,-95.7548967,Skybox Houston One,Skybox
us-0260,2015.0,0.2838,datado,34.91381534148149,-85.74718733481483,Google,Google
us-0261,,0.0296,sem_degrau,40.57999068636364,-74.51951246363636,PSE&G Delivery Emergency Response Center,PSE&G
us-0262,2024.0,0.0327,datado,35.25067564444444,-81.39460595555555,T5 Charlotte Campus,
us-0263,2020.0,0.0422,datado,44.070767505,-92.522160145,Epic / Mayo Data Center,
us-0264,,-0.0339,sem_degrau,33.971671,-96.4029076,Choctaw Nation of Oklahoma Data Center,Choctaw Nation of oklahoma
us-0265,2015.0,0.0992,datado,40.58419035882353,-74.24360215294118,,
us-0266,,-0.005,sem_degrau,40.7563686,-111.95479144285714,Flexential Salt Lake City - Downtown,Flexential
us-0267,,-0.0016,sem_degrau,44.92645768,-123.00212508666668,Oregon State Data Center,State of Oregon
us-0268,2016.0,0.0353,datado,26.19016734,-80.19337298,Flexential Fort Lauderdale,Flexential
us-0269,2015.0,0.0323,datado,30.1778833,-95.48645435384616,,
us-0270,,-0.0049,sem_degrau,36.24823088730158,-115.10102953333332,Flexential Las Vegas - North,Flexential
us-0271,,0.0205,sem_degrau,33.95346953333333,-98.5249205,,
us-0272,,0.0044,sem_degrau,44.04742483333334,-121.32854958333331,Fort Rock DC,Fort Rock Data Center
us-0273,,0.0281,sem_degrau,42.96871046,-83.77952085333332,,
us-0274,2022.0,0.0331,datado,40.59953065128205,-74.70999686923076,Verizon Branchburg NEC Datacenter,Verizon
us-0275,,-0.0174,sem_degrau,35.76677744,-78.78401724,iGLASS Networks,
us-0276,,0.0145,sem_degrau,46.332119160000005,-113.29268792,,
us-0277,,0.0174,sem_degrau,40.52809706,-74.68285246,Vital Records,
us-0278,,0.0049,sem_degrau,34.05945746,-117.20215664,,
us-0279,,0.0196,sem_degrau,44.20458406,-88.34495945999998,,Involta
us-0280,2021.0,0.0374,datado,39.1827232125,-85.896665775,DartPoints Columbus,DartPoints
us-0281,2017.0,0.0734,datado,42.23525812,-83.44417412,,US Signal
us-0282,,0.0235,sem_degrau,36.215640990625,-86.78395580243054,Tennessee Processing Center LLC,BNYM
us-0283,,0.0247,sem_degrau,40.544190324324326,-75.65434881351352,Allentown-TekPark,
us-0284,2015.0,0.0484,datado,38.24616836896552,-122.06710390689656,PG&E Datacenter,
us-0285,,0.0136,sem_degrau,40.95130584,-73.89795971999999,,
us-0286,,0.0066,sem_degrau,40.1608166375,-74.05313033750001,Wall Township Cable Landing Station,Tata
us-0287,2016.0,0.0315,datado,42.2139088,-83.1981998,Comcast,Comcast
us-0288,,0.0105,sem_degrau,36.03272208333333,-86.63784035277777,HCA Information Technology & Services Data Center,
us-0289,,0.0207,sem_degrau,35.924439660000004,-86.85595573999998,TierPoint,
us-0290,,0.0162,sem_degrau,35.972103358333335,-86.80919448333333,Flexential Brentwood Data Center,
us-0291,,-0.0058,sem_degrau,36.02283674,-86.79092252000001,,
us-0292,,0.0194,sem_degrau,33.34259871578947,-111.8410321,StrongMind,
us-0293,2023.0,0.0446,datado,35.83938306666667,-78.32821528888888,BB&T Data Center,
us-0294,2022.0,0.1345,datado,41.51663542901709,-93.70993667452991,Microsoft,Microsoft
us-0295,2019.0,0.2927,datado,41.49683363381818,-93.78779375511688,Microsoft,Microsoft
us-0296,,0.0061,sem_degrau,43.07488511111112,-78.94478933333333,,Blockfusion
us-0297,,-0.0036,sem_degrau,43.0829127427922,-79.00342677971861,Blockfusion Niagra Falls,
us-0298,2020.0,0.0396,datado,37.062787,-113.544766,Lumen,Lumen Technologies
us-0299,,0.0101,sem_degrau,33.40444681818182,-86.91100315454545,Sungard Systems International,
us-0300,,-0.0422,sem_degrau,33.47547718,-111.71919878,Myndshift Technologies,
us-0301,,0.0125,sem_degrau,41.70402082,-91.58706644,ForceAmp.com,
us-0302,,-0.0451,sem_degrau,35.176530735,-80.92719966,SEGRA,TierPoint
us-0303,2015.0,0.0745,datado,39.01758361428572,-78.29076075714285,Middletown Data Center,
us-0304,,-0.0074,sem_degrau,47.86468925714286,-122.28417308571429,Norma Beach Cable Landing Station,Unity Cable System
us-0305,,0.0023,sem_degrau,32.09275,-110.78744953999998,,DirecTV
us-0306,,-0.0357,sem_degrau,36.05754364444444,-115.00861854444446,Google,Google
us-0307,2018.0,0.1317,datado,32.441769098099,-97.06216809455113,Google,Google
us-0308,2015.0,0.2178,datado,41.12645983113268,-96.14501803508014,Google,Google
us-0309,,-0.0126,sem_degrau,39.989088908333336,-105.0206949625,JPMorgan Chase,JPMorgan Chase
us-0310,,-0.0094,sem_degrau,43.78215386666667,-89.5748644,Marquette-Adams Telephone Coop,
us-0311,,-0.0244,sem_degrau,32.5428132012963,-96.79688203380952,Compass Data Center,Google
us-0312,,0.0088,sem_degrau,42.745429362500005,-73.75913545,Turnkey Internet,
us-0313,,0.008,sem_degrau,47.5945744,-117.53718616,Iron Mountain,
us-0314,2021.0,0.0346,datado,38.463007822222224,-78.85690858888888,DBT Data - Harrisonburg Center,
us-0315,2024.0,0.0312,datado,41.09187608235294,-73.51659052352942,amnet Data Center,
us-0316,,-0.0026,sem_degrau,38.93080963346628,-94.76466037132953,Data Center Lenexa,TierPoint
us-0317,2018.0,0.1198,datado,39.0561675939705,-77.54718006101405,TikTok Data Center,True North Data Solutions
us-0318,2019.0,0.1408,datado,38.951465027369245,-77.52644143797622,Digital Realty Northern Virginia IAD44,Digital Realty
us-0319,,0.0191,sem_degrau,42.31732512,-111.30425085333331,Family History Center,The Church of Jesus Christ of Latter-day Saints
us-0320,,0.0176,sem_degrau,36.32806034,-83.37670518,,
us-0321,,-0.0663,sem_degrau,45.83711409805555,-119.69172274583332,Amazon Web Services,Amazon Web Services
us-0322,,-0.0645,sem_degrau,39.73172447765151,-104.71040496767677,QTS,Quality Technology Services
us-0323,2015.0,0.1774,datado,43.044887056,-78.74919779199999,,
us-0324,2023.0,0.1453,datado,42.67428542916667,-87.90766543625,,
us-0325,,-0.0188,sem_degrau,41.50506476666667,-81.65778205,Lumen Cleveland,
us-0326,,0.0244,sem_degrau,35.17960122857143,-80.57022371428572,,
us-0327,2015.0,0.0438,datado,43.012117620000005,-76.11590924,SU Green Data Center,Syracuse University
us-0328,,0.0092,sem_degrau,35.99337245454546,-86.49566798181819,Tennessee South Data Center,State of Tennessee
us-0329,,-0.0013,sem_degrau,33.153626200000005,-117.23889064,,
us-0330,2015.0,0.0574,datado,39.29357245555556,-76.55166311111111,Johns Hopkins Data Center,
us-0331,,0.0171,sem_degrau,38.59222567,-121.27729773000002,Edgeconnex Data Center,EdgeConneX
us-0332,2015.0,0.1054,datado,33.44333044393939,-112.3755347,Vantage Data Centers,Vantage Data Centers
us-0333,2015.0,0.2482,datado,35.92036381666667,-86.81560874166667,Flexential Nashville - Franklin,Flexential
us-0334,,-0.028,sem_degrau,40.59084182,-111.90384294,Verizon,
us-0335,,0.0145,sem_degrau,41.55810191333333,-93.52790069787878,,
us-0336,,0.0084,sem_degrau,36.081289780000006,-95.85417008,,
us-0337,,0.0189,sem_degrau,33.39665146666667,-112.00016935555556,1GServers,
us-0338,,0.0192,sem_degrau,32.49810781325188,-84.88353207387217,DLI ONE,DLI ONE
us-0339,2015.0,0.0731,datado,28.577967855555556,-81.56460299999999,E-Foam,
us-0340,2015.0,0.0354,datado,41.47874286,-72.80103227142857,,
us-0341,,0.0058,sem_degrau,44.9380585,-123.03374285555554,CenturyLink,CenturyLink
us-0342,2018.0,0.2304,datado,40.906475049696965,-74.236253165,,CyrusOne
us-0343,,0.0097,sem_degrau,42.3324603875,-122.8804122,Date Center West - Eugene,"Data Center West, Inc."
us-0344,,-0.019,sem_degrau,37.43339477058823,-122.18077906470587,Northwest Data Center and Communications Hub,
us-0345,,-0.0918,sem_degrau,41.70749562857143,-87.51999707142856,Digital Crossroad,Digital Crossroad
us-0346,2015.0,0.0348,datado,32.97218665461957,-97.15660166956522,Verizon Wireless Mew Building,
us-0347,2019.0,0.14,datado,38.76018902984105,-77.5281966262461,Amazon Web Services,Amazon Web Services
us-0348,2023.0,0.0393,datado,43.05147153571429,-88.21659603571428,Pewaukee Data Center,WE Energies
us-0349,2016.0,0.1265,datado,36.18297222,-115.06262694,CenturyLink,
us-0350,,-0.0139,sem_degrau,33.34725154995544,-111.6233514917576,EdgeConneX PHX02 Data Center,EdgeConneX
us-0351,2018.0,0.4027,datado,26.18502872222222,-80.28688347777778,T-Mobile Everglades MSO Data Center,
us-0352,,-0.0182,sem_degrau,33.50062097272728,-86.82078519090909,DC Blox Data Center,
us-0353,2015.0,0.0877,datado,35.24924248333333,-91.74094703333331,Searcy Information Technologies,City of Searcy
us-0354,,-0.0638,sem_degrau,40.26846760743523,-112.01675637825456,Meta,Meta
us-0355,2015.0,0.1032,datado,28.29402534210526,-81.83486049999999,,
us-0356,,0.0119,sem_degrau,36.05982297391304,-115.14720316086958,DataBank Las Vegas LAS1,DataBank
us-0357,,0.0092,sem_degrau,31.972694840000003,-110.30478502,,DirecTV
us-0358,2018.0,0.4098,datado,33.60007687303114,-83.69979482297009,Meta Stanton Springs Data Center,Meta
us-0359,,0.0028,sem_degrau,40.68542374444444,-111.88496898888889,Flexential Salt Lake City - Millcreek,Flexential
us-0360,2022.0,0.0623,datado,41.17521760182753,-95.80182191111884,Google,Google
us-0361,2015.0,0.23,datado,36.68353107305892,-78.37626780771501,,
us-0362,2022.0,0.2958,datado,34.99604457,-90.03465394,xAI Macrohard Colossus 2,xAI
us-0363,,-0.0177,sem_degrau,38.7861243117647,-104.7884480117647,T5@Colorado Springs,
us-0364,2015.0,0.1244,datado,28.0738064,-82.36827927272726,Flexential Tampa - North,Flexential
us-0365,2018.0,0.2528,datado,41.05233596060606,-73.97203474242424,,
us-0366,2020.0,0.2236,datado,40.72631092857143,-99.03839377142856,Compute North,
us-0367,2020.0,0.2905,datado,33.7307859,-84.61395945000001,Flexential Atlanta - Douglasville 2,Flexential
us-0368,,0.0139,sem_degrau,43.08209825,-79.030824075,,US Bitcoin
us-0369,,-0.0506,sem_degrau,39.51142000977778,-119.48236205022222,Tahoe Reno 5,Switch
us-0370,,0.0066,sem_degrau,40.76685231111111,-111.92021687777778,Flexential Salt Lake City - Fair Park,Flexential
us-0371,2017.0,0.4031,datado,45.903290405,-119.320646135,Amazon Web Services,Amazon Web Services
us-0372,,-0.012,sem_degrau,33.46277583529411,-111.99704978823527,QTS,Quality Technology Services
us-0373,,-0.0094,sem_degrau,40.5114915,-111.88828162,FiberState Datacenter,
us-0374,,0.0057,sem_degrau,38.81056446,-89.94869856,,
us-0375,2021.0,0.2953,datado,39.13356334444445,-76.85168623333334,,
us-0376,,-0.063,sem_degrau,41.70708341111112,-87.97596503333334,Datacenter (386),UChicago Argonne LLC
us-0377,2015.0,0.0998,datado,41.98813491910401,-88.00677872569,NTT Chicago CH4,NTT
us-0378,2015.0,0.0708,datado,44.87717157142857,-91.91997491428572,,West Wisconsin Telcom
us-0379,2018.0,0.2386,datado,34.848032455726496,-86.62699655094018,Meta Huntsville Data center,Meta
us-0380,2021.0,0.3504,datado,41.53344412,-93.8639144,Microsoft,Microsoft
us-0381,,0.0195,sem_degrau,40.15222215,-75.477317025,Flexential Philadelphia - Collegeville,Flexential
us-0382,2022.0,0.1563,datado,39.3224595133987,-94.59645769509804,Meta Data Center,Meta
us-0383,2019.0,0.0349,datado,40.2084877,-74.11911758,,
us-0384,,0.012,sem_degrau,40.12957704666667,-74.0427841,Manasquan Cable Landing Station (TAT-14),Sprint
us-0385,,0.0037,sem_degrau,40.23925757692307,-74.31943516923077,Verizon Freehold Data Center,Verizon
us-0386,,0.0124,sem_degrau,41.14197015,-104.71677781,,
us-0387,2016.0,0.0784,datado,41.667207887908496,-93.45580744346404,Lightedge Des Moines 1,
us-0388,,-0.0396,sem_degrau,41.041059,-80.63277311111112,Carrier Services Group,
us-0389,,-0.0294,sem_degrau,35.95106091666667,-86.83339996666666,Flexential Nashville - Cool Springs,Flexential
us-0390,,0.0009,sem_degrau,43.6383354,-89.72141274,,
us-0391,2020.0,0.2367,datado,36.409570662803645,-86.36886665642712,Meta Gallatin Data Center,Meta
us-0392,2021.0,0.2217,datado,30.215645284210524,-97.61908045263158,Cortex supercomputer,
us-0393,,0.0156,sem_degrau,32.65112849090909,-97.31976920909092,Novartis,
us-0394,,0.012,sem_degrau,32.30958356363636,-106.72918843636364,,CenturyLink
us-0395,,0.006,sem_degrau,36.22194040909091,-115.1469792090909,Verizon North Las Vegas,Verizon
us-0396,2016.0,0.3683,datado,41.36110554615384,-81.63275210769231,Involta Independence,
us-0397,,0.0173,sem_degrau,41.036951244444445,-73.98452636296297,Databank LGA3,Databank
us-0398,2020.0,0.2019,datado,40.04939498353114,-83.17597844926007,Amazon Web Services,Amazon Web Services
us-0399,2022.0,0.2643,datado,39.85050348333333,-82.99511251190476,"Google Lockbourne, OH",Google
us-0400,,-0.1324,sem_degrau,45.92032670672528,-119.22877473101563,Amazon Web Services,Amazon Web Services
us-0401,2021.0,0.3086,datado,39.72422115714286,-82.68986824999999,Google,Google
us-0402,,0.0287,sem_degrau,37.36308513076924,-87.54736521538462,Dynamics Mining,
us-0403,,0.0014,sem_degrau,41.182608040000005,-104.0685146,Windbreak Cable,
us-0404,2015.0,0.0344,datado,41.05730333870968,-81.52209481612904,Involta-Akron,
